Participant_ID,Multilingualism,Language_immigration_background,age_arrival_US,MIGS,Course_pre,Term_pre,Year_pre,Year_write_pre,Major_pre,Languages_pre,Born_US_pre,Age_move_US_pre,1st_gen_pre,1st_gen_write_pre,financial_aid_pre,financial_aid_write_pre,ethnicity_pre,ethnicity_write_pre,confident_write_academic_paper_pre,confident_write_clearly_pre,good_grades_pre,generating_ideas_easy_pre,strategies_difficulties_pre,persistence_pre,task_on_time_pre,SE_pre,Used_AI_pre,Frequence_use_AI,Uses_of_AI,Uses_of_AI_write,Why_use_AI,Understand_limitations_pre,AI_Valuable_part_process_pre,AI_Plagiarism_pre,Drafts_pre,Focus_drafts_pre,Focus_drafts_write_pre,Feedback_feel_pre,Feedback_importance_pre,TA_feedback_clarity_helpful_pre,Peer_feedback_clarity_helpful_pre,Preferred_feedback_pre,Preferred_feedback_write_pre,Advantages_AI_pre,Disadvantages_AI_pre,Term_post,Time_post,Year_post,Year_write_post,Major_post,Course_post,Languages_post,Born_US_post,Age_move_US_post,Language_write_in_post,Language_write_in_other_post,1st_gen_post,1st_gen_write_post,financial_aid_post,financial_aid_write_post,ethnicity_post,ethnicity_write_post,confident_write_academic_paper_post,confident_write_clearly_post,good_grades_post,generating_ideas_easy_post,strategies_difficulties_post,persistence_post,task_on_time_post,SE_post,Drafts_post,Focus_drafts_post,Focus_drafts_write_post,Feedback_feel_post,Feedback_importance_post,TA_feedback_clarity_helpful_post,Peer_feedback_clarity_helpful_post,Uses_of_AI_course_post,Uses_of_AI_course_write_post,Why_use_AI_course_post,AI_helpful_open_ended_post,Continue_conversation_post,Continue_conversation_write_post,Frequency_AI_use_post,Understand_limitations_post,ChatGPT_feedback_useful_post,ChatGPT_feedback_accurate_post,ChatGPT_feedback_implement_post,ChatGPT_feedback_continue_post,AI_Valuable_part_process_post,AI_Plagiarism_post,peer_feedback_useful_post,peer_feedback_accurate_post,peer_feedback_implement_post,peer_feedback_continue_post,peer_Valuable_part_process_post,peer_Plagiarism_post,peer_motivate_revise_post,AI_motivate_revise_post,AI_and_peer_feedback_post,Preferred_feedback_post,Preferred_feedback_write_post,Advantages_AI_post,Disadvantages_AI_post
P343,multilingual,multilingual_LOTE_HLFL,birth,other,UWP 12: Writing & Visual Rhetoric,spring_24,2nd year,NA,Cognitive Science,"English: advanced, Kannada: intermediate",Yes,NA,No,NA,No,NA,Asian/Pacific Islander,NA,1,0,1,-1,0,0,0,0.14285714,No,2 = infrequently,I do not use AI Writing Tools,NA,NA,2,-1,0,No,NA,NA,No impact on confidence,1,1,1,Peer feedback,NA,I am not sure if it will have benefits.,I am worried that I will be stealing others work.,spring_24,post,2nd year,NA,Cognitive Science,UWP 12: Writing & Visual Rhetoric,"English: advanced, Kannada: Intermediate",Yes,NA,English,NA,No,NA,No,NA,Asian/Pacific Islander,NA,1,1,2,-1,1,0,1,0.71428571,No,NA,NA,More confident about my writing,1,2,-1,I did not use AI Writing Tools,NA,NA,I did not use AI feedback.,Other,N/A,,2,0,0,0,0,1,-1,1,0,1,1,1,-2,1,0,0,Peer feedback,NA,It can help with grammar and mechanics which are subject to human error.,I do not want my work to be in ChatGPT's database and ChatGPT is only a mimicry of human knowledge.
P366,multilingual,multilingual_LOTE_HLFL,birth,other,UWP 12: Writing & Visual Rhetoric,spring_24,1st year,NA,Design,"Spanish: advanced, English: advanced",Yes,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,NA,2,2,1,1,2,1,2,1.57142857,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar),Other",Ideas,I use AI as a tool. I use it to help me with grammar errors and coming up with efficient ways to express my ideas.,2,2,-1,No,NA,NA,No impact on confidence,2,2,2,Both AI and peer feedback,NA,AI is beneficial for feedback such as grammar and structure because it is able to detect those thing quickly. However I don't rely on it for content and material that needs to be learned to write the paper.,Some disadvantages may be that some professors don't see AI as a tool and instead see it as a form of cheating which I completely disagree with. It would be cheating if I rely on the AI to write my entire paper but I use AI the way I would use peers to revise my paper.,spring_24,post,1st year,NA,Design,UWP 12: Writing & Visual Rhetoric,"English: fluent, Spanish: native, fluent",Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,NA,2,2,1,2,1,1,1,1.42857143,No,NA,NA,No impact on confidence,2,2,2,I did not use AI Writing Tools,NA,NA,generating ideas,Other,i didnt use it for feedback,,2,-1,-2,-1,-2,-2,-1,2,2,2,2,2,-2,2,-1,-1,Peer feedback,NA,i guess it can help with ideas,something concerning is using it and then getting punished or dropp the grade because of using it
P379,multilingual,multilingual_LOTE_HLFL,birth,other,PLS: Just Coffee,spring_24,4th year,NA,"Wildlife, Fish, and Conservation Biology","English: Advanced, Spanish: Advanced",Yes,NA,No,NA,Yes,NA,Hispanic/Latinx/Chicanx,NA,2,2,2,1,2,2,2,1.85714286,No,1 = never,I do not use AI Writing Tools,NA,NA,2,2,1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,2,2,1,Peer feedback,NA,Helping with the grammar and helps start the flow of the writing assignment.,It is not always accurate writing.,spring_24,post,4th year,NA,Wildlife and Fish Conservation Biology,PLS: Just Coffee,Spanish and English: Advanced in both,Yes,NA,English,NA,No,NA,Yes,NA,Hispanic/Latinx/Chicanx,NA,2,2,1,1,2,2,2,1.71428571,No,NA,NA,More confident about my writing,2,2,1,"Feedback (asked AI to provide comments on your work),Editing for Grammar/Clarity (asked AI to edit for grammar)",NA,I use it as a tool for feedback and to help with smooth transitioning and helping with clarity without changing my paper completely,"When providing feedback, it says what is wrong with the paper as well as a solution to the problem.",Other,Sometimes,,2,2,1,1,2,2,-1,1,2,2,2,2,-2,2,2,2,AI and peer feedback used together,NA,It gives in depth feedback,It may not be as accurate
P397,multilingual,multilingual_LOTE_HLFL,birth,other,UWP 12: Writing & Visual Rhetoric,spring_24,3rd year,NA,Design and Computer Science,"English: advanced, Mandarin: Intermediate",Yes,NA,No,NA,No,NA,Asian/Pacific Islander,NA,2,2,2,2,2,2,2,2,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Revising (ask AI to revise your work)",NA,Sometimes it is a lot easier to word vomit ideas and allow AI to help me structure it in a way that is coherent.,2,0,1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions",NA,No impact on confidence,-1,1,-1,Other,instructor feedback,"I think ChatGPT can give pretty object feedback, but usually it isn't helpful if you are pretty proficient at writing.",Sometimes ChatGPT gives bad advice.,spring_24,post,3rd year,NA,Design and Computer Science,UWP 12: Writing & Visual Rhetoric,"English: advanced, Mandarin: intermediate",Yes,NA,English,NA,No,NA,No,NA,Asian/Pacific Islander,NA,2,2,2,2,2,2,2,2,No,NA,NA,No impact on confidence,1,2,0,I did not use AI Writing Tools,NA,NA,N/A,Other,Did not receive feedback,,2,0,0,-2,0,1,-1,1,2,0,0,1,-2,1,0,0,Peer feedback,NA,N/A,It kinda sucks
P404,multilingual,multilingual_LOTE_HLFL,birth,other,PLS: Just Coffee,spring_24,1st year,NA,Earth Science,"English: advanced, French: beginner",Yes,NA,No,NA,No,NA,White/Caucasian,NA,2,2,2,1,2,2,2,1.85714286,Yes,2 = infrequently,Editing for Grammar/Clarity (ask AI to edit for grammar),NA,I have used Grammarly in the past to increase the fluidity and coherency of my writing.,1,0,2,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,2,2,2,Peer feedback,NA,It may pick up more minute issues that one wouldn't have found otherwise.,"Only you know what you are writing, and using AI may hinder you making your point.",spring_24,post,1st year,NA,Environmental Studies B.S.,PLS: Just Coffee,"English: advanced, French: beginner",Yes,NA,English,NA,No,NA,No,NA,White/Caucasian,NA,2,2,2,2,2,2,2,2,Yes,"Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions",NA,No impact on confidence,1,2,1,I did not use AI Writing Tools,NA,NA,N/A,Other,N/A,,2,0,0,1,0,0,0,2,1,0,1,2,-2,0,0,0,Peer feedback,NA,"Advantages - AI feedback takes into account the more technical, non-human parts of writing. Disadvantage - Inhuman and can't convey a message in the same way the author means.",Using AI feedback changes the message of your writing and can often lead to a missed point of the piece if not used correctly.
P506,multilingual,ESL,adolescence_adulthood,other,UWP 104FY: Writing in Health Science,spring_24,3rd year,NA,Human Biology,"English: Advanced, Tagalog: Advanced",No,16,No,NA,Prefer not to answer,NA,Asian/Pacific Islander,NA,1,1,1,0,0,0,0,0.42857143,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Editing for Grammar/Clarity (ask AI to edit for grammar),Other",I ask for examples of different prompt & ask to explain a topic in a different way.,"To get a different perspective of a specific idea or material and compare to the feedback my peers provided me. Also, there are times that I don√ït notice typos or mistakes so getting help from AI in that area helps me see what I can change and from there decide how to change either the structure or grammatical errors.",1,1,0,No,NA,NA,No impact on confidence,2,1,1,Other,TA or instructor feedback along with peer feedback,AI provides instant feedback and one wouldn√ït feel like they√ïre being a other to others.,Sometimes the feedback is too broad and specific parts of the writing doesn√ït get addressed.,spring_24,post,3rd year,NA,Human Biology,UWP 104FY: Writing in Health Science,"English: advanced, Tagalog: advanced",No,16 years old,English,NA,No,NA,Prefer not to answer,NA,Asian/Pacific Islander,NA,2,2,2,1,1,1,1,1.42857143,No,NA,NA,More confident about my writing,1,2,1,"Feedback (asked AI to provide comments on your work),Editing for Grammar/Clarity (asked AI to edit for grammar)",NA,To check my grammar and see if there are typos that I've missed.,"The brief explanations for the corrections or feedback it provides, I found helpful.",Other,"No, unless I want more clarification",,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,Peer feedback,NA,AI provides instant feedback and there's no guilt attached to asking for help as my peers also have busy lives,The accuracy can be concerning at times.
P245,multilingual,multilingual_LOTE_HLFL,birth,other,PLS: Just Coffee,spring_24,1st year,NA,Cognitive Science,"English: Advanced, Korean: Beginner",Yes,NA,No,NA,No,NA,Asian/Pacific Islander,NA,-1,-1,-1,-2,-1,-2,0,-1.1428571,No,3 = neither frequently nor infrequently,I do not use AI Writing Tools,NA,NA,1,NA,2,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions",NA,More confident about my writing,2,2,2,Both AI and peer feedback,NA,"ChatGPT is definitely a time saver, especially for grammatical feedback. It is also good for if you have writers block and need a quick and stupid idea.","Its disingenuous. AI is just an amalgamation of information. It is made by stealing other peoples works and meshing it together, so it is worrying that my writing will be used to feed more data to it.",spring_24,post,1st year,NA,Medical Micro Biology,PLS: Just Coffee,English: Advanced,Yes,NA,English,NA,No,NA,No,NA,Asian/Pacific Islander,NA,0,1,1,-1,1,1,2,0.71428571,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions",NA,No impact on confidence,2,2,2,"Feedback (asked AI to provide comments on your work),Editing for Grammar/Clarity (asked AI to edit for grammar)",NA,I only used it to see if I made spelling errors in the essay and fixed the suggestions,They gave good advice about giving clarity to my thesis,No,NA,,2,1,1,2,1,1,0,2,2,2,2,2,-1,2,1,2,AI and peer feedback used together,NA,AI feedback can be great for detecting grammatical and structural errors,"It can make errors, especially when trying to analyze the evidence, flow, and clarity of a paper."
P247,multilingual,multilingual_LOTE_HLFL,birth,other,UWP 12: Writing & Visual Rhetoric,spring_24,2nd year,NA,Design,"English: advanced, Hmong: Beginner",Yes,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,NA,2,1,1,-1,1,1,1,0.85714286,Yes,2 = infrequently,Editing for Grammar/Clarity (ask AI to edit for grammar),NA,Only recently I have started to use AI in order to check for grammar issues.,1,0,2,No,NA,NA,Unsure,1,2,0,Peer feedback,NA,It can likely improve phrasing and help with grammatical issues.,"Since AI uses data algorithms usually compiled from a bundle of users, it is essentially a form of plagiarism.",spring_24,post,2nd year,NA,Design,UWP 12: Writing & Visual Rhetoric,English: advanced,Yes,NA,English,NA,No,NA,Yes,NA,Asian/Pacific Islander,NA,2,1,1,1,1,-1,1,0.85714286,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,1,2,2,"Feedback (asked AI to provide comments on your work),Editing for Grammar/Clarity (asked AI to edit for grammar)",NA,"I used AI for peer review. It was one of the options, so I decided to do it.","The AI feedback emphasized grammar and flow when analyzing my work, which was helpful. I tend to struggle with flow in my writing, so it offered another perspective on how to improve my writing.",No,NA,,1,1,1,1,-1,0,1,2,2,2,1,1,-2,2,0,1,Peer feedback,NA,AI provides detailed instructions on how to improve writing.,"Although AI provides detailed instructions on how to improve writing, some of its suggestions are not always accurate or effective."
P249,multilingual,multilingual_LOTE_HLFL,birth,other,PLS: Just Coffee,spring_24,2nd year,NA,Biochemistry and Molecular Biology,"English: advanced, Cantonese: intermediate",Yes,NA,No,NA,No,NA,Asian/Pacific Islander,NA,2,2,2,1,1,2,2,1.71428571,Yes,1 = never,I do not use AI Writing Tools,NA,NA,1,1,-1,No,NA,NA,No impact on confidence,1,2,2,Peer feedback,NA,NA,NA,spring_24,post,2nd year,NA,Biochemistry and Molecular Biology,PLS: Just Coffee,"English: advanced, Cantonese: intermediate, Spanish: beginner",Yes,NA,English,NA,No,NA,No,NA,Asian/Pacific Islander,NA,2,2,2,1,2,2,2,1.85714286,No,NA,NA,More confident about my writing,1,2,1,I did not use AI Writing Tools,NA,NA,I found the suggested revisions most helpful because those are typically not provided by the TA or peers.,No,NA,,1,1,1,-1,-1,1,-2,2,2,2,2,2,-2,2,0,1,Peer feedback,NA,"ChatGPT may overshoot the point of the prompt, so you have to filter that out.",I don't have many concerns as long as you interpret what ChatGPT says using your own intuition.
P252,monolingual,monolingual,birth,other,PLS: Just Coffee,spring_24,3rd year,NA,Psychology,English: advanced,Yes,NA,No,NA,Yes,NA,White/Caucasian,NA,1,2,2,1,1,1,2,1.42857143,No,1 = never,I do not use AI Writing Tools,NA,NA,0,1,1,No,NA,NA,Less confident about my writing,2,1,-1,AI feedback,NA,"I think in terms of grammar, syntax, and general coherence, AI feedback is valuable.","A disadvantage may be that AI cannot pick up on tone, ""voice"", or nuance in writing as well as a human might be able to.",spring_24,post,3rd year,NA,Psychology (BA),PLS: Just Coffee,English: advanced,Yes,NA,English,NA,No,NA,Yes,NA,White/Caucasian,NA,1,1,1,1,1,1,1,1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Strengthening Argument",NA,Less confident about my writing,2,2,0,I did not use AI Writing Tools,NA,NA,NA,No,NA,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,AI and peer feedback used together,NA,NA,NA
P254,multilingual,multilingual_LOTE_HLFL,birth,other,UWP 12: Writing & Visual Rhetoric,spring_24,2nd year,NA,design and communication minor,English: advance Spanish:advance,Yes,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,NA,1,1,1,1,1,1,1,1,No,1 = never,I do not use AI Writing Tools,NA,NA,1,0,0,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos",NA,More confident about my writing,2,1,0,Peer feedback,NA,I think that it can give you a great start to learning what needs to be fixed within the paper,People can take advantage of the use of AI,spring_24,post,2nd year,NA,Design,UWP 12: Writing & Visual Rhetoric,"English: advance , Spanish: advance",Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,NA,1,1,1,1,1,1,1,1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos",NA,More confident about my writing,1,1,1,I did not use AI Writing Tools,NA,NA,NA,No,NA,,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Peer feedback,NA,Grammar,you never known if it flags you down in your writing
P257,monolingual,monolingual,birth,other,PLS: Just Coffee,spring_24,3rd year,NA,Psychology,English,Yes,NA,Yes,NA,Yes,NA,"Asian/Pacific Islander,Hispanic/Latinx/Chicanx,White/Caucasian",NA,1,1,0,0,1,1,0,0.57142857,Yes,2 = infrequently,"Feedback (ask AI to provide comments on your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,Can help clarify certain topics and help me start brainstorming my essay,0,1,-1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,1,1,1,Both AI and peer feedback,NA,allow us to better understand topics within our writing we may struggle with,plagarism detection amongst submission,spring_24,post,5th year,NA,Psychology,PLS: Just Coffee,English: advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,"Asian/Pacific Islander,Hispanic/Latinx/Chicanx,White/Caucasian",NA,1,1,0,-1,0,-1,0,0,Yes,"Editing for grammar and word choice,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,0,1,0,Feedback (asked AI to provide comments on your work),NA,"Punctuation, grammar",Provided higher vocabulary,No,NA,,1,1,0,0,1,0,-1,0,0,0,0,-1,-2,0,1,1,AI and peer feedback used together,NA,Creating more structured sentences,still very new and developing
P258,multilingual,ESL,adolescence_adulthood,other,UWP 104FY: Writing in Health Science,spring_24,4th year,NA,B.S pyschology,English: advanced. Persian: Advanced,No,15,Yes,NA,Yes,NA,Other,Persian,1,1,1,1,0,1,1,0.85714286,Yes,2 = infrequently,"Feedback (ask AI to provide comments on your work),Writing (ask AI to write paragraphs),Write paper in another language and then use AI to translate into English",NA,For grammer reasons mostly,2,1,0,Yes,"Editing for grammar and word choice,Checking citations,Improving use of evidence,Improving organization, flow, transitions",NA,More confident about my writing,2,2,1,Both AI and peer feedback,NA,New ideas.,Too much reliance,spring_24,post,4th year,NA,B.S psychology,UWP 104FY: Writing in Health Science,"English: Advanced, Persian: Advanced",No,15 years old,"English,Other",Persian,Yes,NA,Yes,NA,Other,Persian/Middle Eastern,1,2,1,2,2,2,2,1.71428571,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,Less confident about my writing,2,2,2,"Revising (asked AI to rewrite your work),Editing for Grammar/Clarity (asked AI to edit for grammar),Wrote paper in another language and then used AI to translate into English",NA,We asked AI to give us feedback regarding the course assignment and the description needed for it.,I found the fact that the comments and feedback correlated with my instructors comments quite re-assuring. It was good sign that the evidence is well oriented towards my paper and the comments are relavent and critical.,No,NA,,0,2,2,1,2,2,-2,2,2,2,2,2,-2,2,2,2,Peer feedback,NA,It gives you another perspective to what your strengths and weaknesses are.,I think the reliance on it could be a bit too heavily correlated with you not thinking as much on your strenghts.
